CUST_CODE,TOTAL_SALES,TOTAL_VISIT
CUST0000316344,181.49,19
CUST0000316653,1456.8599999999985,165
CUST0000316692,69.44999999999999,15
CUST0000317407,202.89999999999995,8
CUST0000317490,268.85999999999984,44
CUST0000317882,3.95,1
CUST0000318306,973.4699999999996,33
CUST0000318461,1090.66,114
CUST0000318596,1408.4600000000034,96
CUST0000318790,222.59999999999994,51
CUST0000318791,5.56,1
CUST0000319241,344.5299999999999,13
CUST0000319316,1168.9499999999975,48
CUST0000319505,16.71,3
CUST0000319762,6.16,2
CUST0000319945,635.4700000000008,151
CUST0000320034,1531.6699999999942,97
CUST0000320138,7064.689999999973,114
CUST0000320257,1248.2399999999975,68
CUST0000320265,2.23,1
CUST0000320358,2322.920000000002,89
CUST0000320773,7.640000000000001,2
CUST0000321438,46.57,1
CUST0000321850,2970.1299999999937,248
CUST0000321957,2968.5799999999917,129
CUST0000322183,4404.54000000001,111
CUST0000322431,93.24000000000001,1
CUST0000322481,88.39000000000004,5
CUST0000322541,1535.980000000001,291
CUST0000322579,17.110000000000003,4
CUST0000323196,24.250000000000007,5
CUST0000323567,85.22,3
CUST0000323706,46.37,4
CUST0000324002,81.16999999999999,18
CUST0000324222,950.6799999999994,134
CUST0000324362,554.9200000000004,101
CUST0000324439,14.690000000000001,1
CUST0000325091,168.18000000000006,22
CUST0000325310,1187.2500000000002,94
CUST0000325483,246.34000000000026,66
CUST0000325746,150.07999999999998,9
CUST0000325862,1358.7199999999918,94
CUST0000325897,1360.270000000005,139
CUST0000326029,1.92,1
CUST0000326043,1766.6099999999988,91
CUST0000326092,606.3900000000003,50
CUST0000326328,202.43999999999994,48
CUST0000326357,3064.9900000000025,107
CUST0000326362,18.46,1
CUST0000326502,653.439999999999,132
CUST0000326711,1381.5899999999951,168
CUST0000326784,49.629999999999995,1
CUST0000326875,600.6699999999988,128
CUST0000326951,1874.1399999999946,122
CUST0000327087,2.77,2
CUST0000327218,874.0300000000003,221
CUST0000327274,2873.7599999999825,192
CUST0000327293,2085.9900000000052,148
CUST0000327595,263.19000000000005,93
CUST0000327790,739.6900000000004,44
CUST0000327940,620.6900000000004,102
CUST0000328011,3190.63999999999,105
CUST0000328598,4.83,1
CUST0000328659,244.9799999999998,74
CUST0000329123,84.52999999999999,19
CUST0000329240,18.220000000000002,1
CUST0000329284,66.97,24
CUST0000329314,470.5600000000002,89
CUST0000329411,2694.890000000025,198
CUST0000329420,12.65,3
CUST0000329564,477.5100000000001,124
CUST0000329724,1328.4199999999978,69
CUST0000330389,81.37,23
CUST0000330871,73.58999999999995,12
CUST0000331413,3644.579999999995,288
CUST0000332030,256.05,18
CUST0000332648,692.7500000000003,32
CUST0000332689,751.9299999999952,331
CUST0000332983,1883.1299999999922,206
CUST0000333211,749.7100000000002,69
CUST0000333370,22.060000000000002,7
CUST0000333648,49.830000000000005,2
CUST0000333947,2262.590000000002,91
CUST0000334297,1817.3000000000013,215
CUST0000334951,715.0599999999994,37
CUST0000335292,12.01,3
CUST0000335542,2343.639999999998,301
CUST0000335632,257.9599999999999,37
CUST0000335650,3078.579999999993,346
CUST0000335861,18.89,1
CUST0000336297,743.3100000000002,61
CUST0000337031,2316.5999999999963,152
CUST0000337058,14.049999999999999,1
CUST0000337081,412.77000000000015,45
CUST0000337461,19.400000000000002,1
CUST0000338613,4077.7200000000007,107
CUST0000338923,919.3800000000017,67
CUST0000339054,92.85,8
CUST0000339117,993.76,58
CUST0000339139,700.6800000000006,29
CUST0000339376,301.0200000000001,20
CUST0000340033,941.5900000000012,147
CUST0000340654,27.410000000000007,8
CUST0000340691,2.48,2
CUST0000340895,668.9400000000003,91
CUST0000340993,16.95,1
CUST0000341255,3426.100000000003,228
CUST0000341306,1519.029999999999,36
CUST0000341319,3610.1500000000015,114
CUST0000341445,1380.9199999999944,77
CUST0000342078,1292.4599999999948,211
CUST0000342129,3305.81,194
CUST0000342143,609.6100000000001,21
CUST0000342503,1031.2099999999964,116
CUST0000342567,8.28,1
CUST0000342959,6418.869999999992,281
CUST0000343056,599.2099999999998,41
CUST0000343466,27.53,1
CUST0000344047,325.5199999999998,14
CUST0000344260,203.71000000000012,33
CUST0000344295,3366.4499999999985,311
CUST0000344914,11.219999999999999,1
CUST0000344976,2872.98,209
CUST0000345094,3634.7499999999977,220
CUST0000345364,2409.3999999999996,306
CUST0000345373,158.09999999999994,35
CUST0000346167,2736.1599999999976,124
CUST0000346251,3394.8299999999717,196
CUST0000346556,730.6999999999998,127
CUST0000346601,244.30999999999995,26
CUST0000346656,291.98999999999995,52
CUST0000347309,130.79000000000002,16
CUST0000347438,2187.3699999999963,192
CUST0000347503,3178.5399999999877,234
CUST0000347834,29.92000000000001,4
CUST0000347842,2525.070000000017,240
CUST0000347923,31.729999999999997,9
CUST0000348008,47.32,1
CUST0000348012,159.71000000000004,15
CUST0000348054,148.47,5
CUST0000348123,1267.0999999999967,107
CUST0000348467,3267.8999999999983,244
CUST0000348557,2232.779999999999,157
CUST0000348775,408.1699999999999,29
CUST0000348786,42.029999999999994,1
CUST0000349056,52.28,11
CUST0000349561,252.59,10
CUST0000349837,1508.9300000000003,89
CUST0000349859,51.14,2
CUST0000350221,2457.06999999999,290
CUST0000350353,17.42,1
CUST0000350521,2019.3399999999986,84
CUST0000350599,1397.7099999999996,159
CUST0000351733,1430.21,44
CUST0000352048,447.71999999999986,72
CUST0000352075,1439.6500000000005,57
CUST0000352126,188.01,5
CUST0000352169,131.5,34
CUST0000352544,77.81999999999996,5
CUST0000352556,455.29000000000013,31
CUST0000352666,3.04,1
CUST0000353655,198.95,11
CUST0000353677,3901.999999999998,190
CUST0000353845,1.3599999999999999,1
CUST0000353938,1610.7899999999993,208
CUST0000353945,12.620000000000001,3
CUST0000353957,482.3400000000006,80
CUST0000353993,14.139999999999999,2
CUST0000355108,2020.6799999999919,126
CUST0000355235,272.36,36
CUST0000355428,3007.920000000007,127
CUST0000355507,3.59,1
CUST0000355666,71.77999999999999,5
CUST0000355981,414.8400000000002,30
CUST0000356000,1125.8299999999983,365
CUST0000356057,302.8099999999998,46
CUST0000356067,5236.429999999981,185
CUST0000356138,254.11999999999998,26
CUST0000356307,25.209999999999994,18
CUST0000356601,1064.3399999999997,77
CUST0000356605,810.0599999999995,95
CUST0000357083,57.769999999999996,7
CUST0000357109,54.31999999999997,21
CUST0000357449,6.84,1
CUST0000357627,82.64000000000001,17
CUST0000357650,1254.629999999998,77
CUST0000357661,5.7,1
CUST0000357863,26.129999999999995,4
CUST0000357913,898.0,115
CUST0000358011,90.96000000000001,2
CUST0000358344,20.59,1
CUST0000358603,12.63,1
CUST0000358608,823.1099999999991,47
CUST0000358723,365.9499999999992,108
CUST0000359197,699.2199999999995,80
CUST0000359212,241.24999999999991,26
CUST0000359250,214.8599999999999,19
CUST0000359265,277.02000000000004,6
CUST0000359289,3150.969999999998,161
CUST0000359344,1097.6499999999992,82
CUST0000359417,3369.4100000000053,173
CUST0000359521,588.9399999999996,155
CUST0000359555,34.980000000000004,1
CUST0000359752,1598.0599999999943,194
CUST0000359859,8.58,2
CUST0000359971,1335.569999999999,276
CUST0000360110,381.84000000000015,37
CUST0000360223,99.32,17
CUST0000360289,7621.49000000002,164
CUST0000360293,44.83,1
CUST0000360531,54.819999999999986,5
CUST0000361038,385.3299999999997,62
CUST0000361169,1467.780000000001,79
CUST0000361611,8.43,1
CUST0000361910,545.39,45
CUST0000361973,18.62,1
CUST0000362281,30.430000000000003,3
CUST0000362355,6115.159999999994,125
CUST0000362478,878.1099999999991,53
CUST0000362601,2371.999999999998,118
CUST0000362641,37.92999999999999,19
CUST0000362661,101.73000000000002,3
CUST0000362694,1158.1300000000008,43
CUST0000362904,212.4900000000001,9
CUST0000363059,2746.510000000006,134
CUST0000363266,95.38999999999996,9
CUST0000364031,714.6300000000005,76
CUST0000364039,300.6099999999995,17
CUST0000364085,606.6100000000001,27
CUST0000364113,45.19999999999999,2
CUST0000364233,65.39000000000001,25
CUST0000364263,172.85000000000002,5
CUST0000364465,0.8700000000000001,2
CUST0000364544,349.0799999999998,38
CUST0000364760,1357.0399999999968,49
CUST0000365104,8.1,1
CUST0000365429,10135.200000000028,195
CUST0000365449,349.7900000000002,25
CUST0000365689,4.9399999999999995,2
CUST0000365846,76.07,32
CUST0000365930,673.2300000000006,153
CUST0000366265,61.96999999999999,11
CUST0000366451,763.1900000000005,70
CUST0000366585,502.62999999999926,30
CUST0000366612,596.0600000000009,87
CUST0000366661,2330.879999999998,156
CUST0000366900,71.44,7
CUST0000366903,141.38000000000005,33
CUST0000367221,1365.7999999999981,89
CUST0000367323,54.27,1
CUST0000367454,1181.2800000000025,149
CUST0000367459,43.34,1
CUST0000367460,13.15,8
CUST0000367598,6.6499999999999995,1
CUST0000369227,288.5399999999998,71
CUST0000369298,78.22,37
CUST0000369539,209.27999999999994,52
CUST0000369556,3909.7699999999822,90
CUST0000369681,2229.190000000002,107
CUST0000369724,10.5,3
CUST0000369871,625.7399999999998,31
CUST0000369937,54.56999999999997,13
CUST0000370059,6201.309999999954,352
CUST0000370276,4994.650000000004,288
CUST0000370293,352.53999999999996,45
CUST0000370351,1093.0599999999984,67
CUST0000370368,53.980000000000004,2
CUST0000370394,28.66,11
CUST0000370635,2.14,1
CUST0000370974,517.7500000000003,76
CUST0000370986,293.19000000000017,8
CUST0000371044,12.46,1
CUST0000371087,3537.140000000005,135
CUST0000371191,1732.570000000002,206
CUST0000371354,1109.8399999999983,114
CUST0000371535,283.0799999999999,23
CUST0000371566,2462.6099999999965,182
CUST0000371579,1065.0900000000001,31
CUST0000371949,1198.7600000000004,171
CUST0000372036,253.70999999999998,15
CUST0000372501,717.219999999999,83
CUST0000372533,320.07000000000005,54
CUST0000372762,22.35,1
CUST0000372856,917.3799999999982,22
CUST0000373003,231.41000000000008,44
CUST0000373241,1942.1299999999928,69
CUST0000373683,1448.3799999999992,80
CUST0000373737,35.309999999999995,5
CUST0000373826,879.960000000001,109
CUST0000373868,2528.5600000000027,170
CUST0000373894,278.24,33
CUST0000373949,10.61,1
CUST0000374165,195.44000000000008,28
CUST0000374252,3.48,1
CUST0000374335,4421.820000000013,273
CUST0000374392,1065.1700000000003,37
CUST0000374522,59.43,8
CUST0000374744,595.7700000000001,62
CUST0000374967,5.13,1
CUST0000375074,124.1500000000001,68
CUST0000375633,213.40000000000003,2
CUST0000375648,3462.5599999999836,199
CUST0000375659,2123.8599999999924,115
CUST0000375691,2551.0599999999954,88
CUST0000376140,4666.979999999974,180
CUST0000376193,1570.8800000000017,78
CUST0000376367,591.6499999999993,26
CUST0000376598,163.67999999999998,8
CUST0000376662,9.990000000000002,4
CUST0000377107,248.9799999999999,61
CUST0000377358,250.1099999999999,29
CUST0000377813,26.990000000000002,9
CUST0000377973,3069.1800000000376,231
CUST0000378034,45.339999999999996,3
CUST0000378373,1631.5599999999934,111
CUST0000378448,274.73999999999995,20
CUST0000378500,638.049999999999,74
CUST0000378677,923.5700000000006,180
CUST0000378735,1164.1699999999985,103
CUST0000378984,32.77,1
CUST0000379126,230.84000000000015,47
CUST0000379452,2241.0900000000065,196
CUST0000379456,29.299999999999997,2
CUST0000379472,2609.800000000004,201
CUST0000379577,216.0399999999999,35
CUST0000379798,4.78,1
CUST0000379903,1648.7799999999795,288
CUST0000379952,796.3099999999991,31
CUST0000380112,0.01,1
CUST0000380224,2150.180000000026,407
CUST0000380249,25.61,1
CUST0000380492,876.349999999998,123
CUST0000380545,1581.980000000002,125
CUST0000381350,1409.2100000000016,149
CUST0000382456,10.41,1
CUST0000383071,7.91,1
CUST0000384431,347.54,25
CUST0000384711,695.3100000000005,197
CUST0000384822,21.500000000000004,1
CUST0000384891,41.74,14
CUST0000385012,495.7400000000003,220
CUST0000385231,3371.929999999991,353
CUST0000385376,197.36999999999992,25
CUST0000385508,942.0300000000016,158
CUST0000385636,326.5399999999996,54
CUST0000386369,71.96000000000004,18
CUST0000386495,4980.489999999999,144
CUST0000386711,265.0600000000002,32
CUST0000386827,268.53999999999996,17
CUST0000387000,3.08,2
CUST0000387168,59.46000000000001,11
CUST0000387419,114.49000000000002,19
CUST0000387914,90.4,6
CUST0000388176,3107.070000000016,610
CUST0000388524,33.17,3
CUST0000388585,1142.8200000000004,106
CUST0000388652,1048.6399999999996,69
CUST0000389065,36.78,1
CUST0000389267,4113.509999999992,119
CUST0000389364,213.64999999999984,25
CUST0000389739,523.7000000000002,22
CUST0000389986,0.31,1
CUST0000390762,22.259999999999998,2
CUST0000390823,587.1699999999995,92
CUST0000391025,600.3199999999997,23
CUST0000391145,2510.7500000000014,45
CUST0000391287,60.80000000000001,13
CUST0000391346,99.03999999999998,6
CUST0000391382,1852.7299999999943,111
CUST0000391910,115.11000000000004,11
CUST0000392243,0.94,1
CUST0000392468,197.64000000000004,14
CUST0000392574,571.0900000000001,52
CUST0000392903,167.40999999999985,17
CUST0000393321,169.89000000000004,18
CUST0000393495,1715.0899999999958,123
CUST0000393547,404.7900000000002,38
CUST0000393615,1264.0999999999997,55
CUST0000393638,112.5600000000001,23
CUST0000393760,105.35000000000002,7
CUST0000393773,6.54,3
CUST0000394724,1703.180000000007,137
CUST0000394930,205.90000000000006,81
CUST0000395055,34.4,8
CUST0000395295,811.409999999999,61
CUST0000395437,116.33999999999999,22
CUST0000395515,1989.9199999999958,74
CUST0000395577,949.76,93
CUST0000395732,156.13000000000005,22
CUST0000396149,0.01,1
CUST0000396231,2413.9300000000044,250
CUST0000396495,0.81,1
CUST0000396498,1134.910000000001,29
CUST0000396745,1057.1200000000001,227
CUST0000396827,54.03999999999999,19
CUST0000397007,125.78000000000002,8
CUST0000397145,273.22999999999956,17
CUST0000397207,2846.1900000000064,199
CUST0000397266,2384.540000000004,298
CUST0000397540,1592.2300000000039,140
CUST0000397631,20.89,4
CUST0000397690,43.54,6
CUST0000397821,1545.0800000000027,112
CUST0000398363,662.0999999999998,105
CUST0000398367,662.0400000000016,69
CUST0000398539,1.32,5
CUST0000398567,708.9300000000007,90
CUST0000398616,1181.5800000000004,200
CUST0000398776,317.1599999999999,56
CUST0000398784,2480.5300000000066,189
CUST0000398825,10.530000000000001,2
CUST0000399733,1621.0999999999963,240
CUST0000399865,12.940000000000001,1
CUST0000400016,25.789999999999992,1
CUST0000400134,2711.2900000000022,161
CUST0000400484,139.73,6
CUST0000400678,2799.539999999999,116
CUST0000400826,31.360000000000007,1
CUST0000400898,3186.4199999999923,145
CUST0000401057,177.38999999999993,17
CUST0000401763,402.1600000000004,44
CUST0000402181,37.86,1
CUST0000402237,4028.9100000000035,193
CUST0000402327,762.07,46
CUST0000402467,422.4399999999998,28
CUST0000402511,984.05,128
CUST0000402650,111.69000000000015,56
CUST0000403048,886.0199999999993,176
CUST0000403381,1417.5499999999995,114
CUST0000403403,498.60999999999933,76
CUST0000403543,14.19,1
CUST0000403640,457.6000000000012,83
CUST0000403745,1.79,1
CUST0000404167,1726.5299999999968,118
CUST0000404168,6.46,1
CUST0000404216,1600.9799999999964,220
CUST0000404601,54.52000000000001,29
CUST0000404696,436.35999999999996,37
CUST0000404913,5.279999999999999,1
CUST0000405053,5.21,3
CUST0000405240,26.86,1
CUST0000405265,196.29,13
CUST0000405566,102.02000000000005,3
CUST0000406083,499.5299999999992,70
CUST0000406773,50.93999999999999,2
CUST0000406818,332.28000000000014,30
CUST0000406914,98.61999999999996,12
CUST0000406979,444.72,24
CUST0000407072,1356.3699999999988,224
CUST0000407130,586.9300000000005,125
CUST0000407163,2.56,1
CUST0000407176,86.94,6
CUST0000407194,17.169999999999998,3
CUST0000407343,371.0499999999999,53
CUST0000407532,582.3600000000008,65
CUST0000407911,69.1,7
CUST0000408366,34.25000000000001,11
CUST0000408527,2448.2700000000045,126
CUST0000408561,10.479999999999999,1
CUST0000408729,45.86000000000001,9
CUST0000408901,1967.360000000008,113
CUST0000409108,26.1,1
CUST0000409627,1416.319999999999,66
CUST0000409997,594.6199999999994,67
CUST0000410118,323.12999999999977,53
CUST0000410183,58.89000000000001,10
CUST0000410228,2777.4199999999782,174
CUST0000410526,180.70999999999987,33
CUST0000410727,2433.350000000007,132
CUST0000410932,2795.979999999994,66
CUST0000411122,740.6600000000007,84
CUST0000411204,1430.3799999999972,127
CUST0000411364,1504.8999999999974,174
CUST0000411707,3385.4300000000117,95
CUST0000411972,0.9600000000000001,1
CUST0000412087,43.99,2
CUST0000412288,1207.0500000000015,111
CUST0000412559,307.31999999999994,52
CUST0000412870,2695.670000000002,80
CUST0000412928,2251.24,164
CUST0000413017,28.679999999999996,2
CUST0000413161,569.6400000000002,33
CUST0000413197,5205.159999999994,117
CUST0000413598,986.4299999999987,124
CUST0000413715,671.8099999999998,80
CUST0000414452,235.41000000000003,32
CUST0000414522,182.46999999999994,35
CUST0000414611,12.04,1
CUST0000414813,4.539999999999999,4
CUST0000414892,1735.4200000000046,158
CUST0000414915,2455.670000000008,203
CUST0000414945,92.89999999999998,2
CUST0000415029,3318.550000000036,111
CUST0000415147,1.3,2
CUST0000415471,16.04,2
CUST0000415655,975.3999999999995,115
CUST0000415718,1.6099999999999999,2
CUST0000416143,78.65000000000002,1
CUST0000416207,1733.6599999999996,73
CUST0000417021,89.94000000000004,4
CUST0000417955,5223.560000000022,254
CUST0000418129,13.5,1
CUST0000418168,888.98,156
CUST0000418352,9.739999999999998,1
CUST0000418743,267.41999999999956,94
CUST0000418944,28.919999999999998,2
CUST0000419057,7.4799999999999995,1
CUST0000419215,4.66,1
CUST0000419789,19.06,2
CUST0000419849,1032.7099999999994,199
CUST0000420072,1818.2799999999954,170
CUST0000420781,1571.3199999999997,113
CUST0000421071,73.2,1
CUST0000421287,7.0,1
CUST0000421869,338.3700000000001,80
CUST0000421890,38.379999999999995,2
CUST0000422016,70.79000000000002,7
CUST0000422099,507.8500000000003,32
CUST0000422146,4.58,1
CUST0000422568,176.4,5
CUST0000422872,130.81,63
CUST0000422914,3799.030000000003,219
CUST0000423063,249.90999999999994,15
CUST0000423458,1653.8900000000021,107
CUST0000423539,1411.079999999999,93
CUST0000423572,285.41999999999985,83
CUST0000423668,30.22,7
CUST0000423937,75.28999999999994,30
CUST0000423947,369.43000000000035,88
CUST0000424386,582.6600000000003,56
CUST0000424608,186.06000000000014,19
CUST0000425172,397.5900000000002,14
CUST0000425467,1288.7499999999986,111
CUST0000425522,1476.5,183
CUST0000425541,2066.4700000000034,189
CUST0000425566,435.4200000000001,29
CUST0000425586,3335.6399999999944,108
CUST0000425649,675.9600000000014,39
CUST0000425755,2990.2800000000075,217
CUST0000425801,2972.8599999999983,132
CUST0000425882,19.55,6
CUST0000425966,7.64,1
CUST0000425983,15.690000000000003,7
CUST0000426107,2715.779999999997,146
CUST0000426328,439.0499999999999,23
CUST0000426571,827.8300000000004,90
CUST0000426681,1070.13,48
CUST0000426698,89.83999999999997,7
CUST0000426871,456.9400000000001,85
CUST0000426893,13.34,2
CUST0000427014,9.36,2
CUST0000427023,2852.1000000000004,184
CUST0000427301,7.7,1
CUST0000428465,62.34000000000001,14
CUST0000428608,2886.700000000009,309
CUST0000428635,1707.650000000002,63
CUST0000429043,1.8199999999999998,1
CUST0000429174,19.96,1
CUST0000429555,20.5,4
CUST0000429833,771.7400000000004,48
CUST0000429836,528.0200000000002,35
CUST0000429946,1482.7599999999977,106
CUST0000430124,375.49,30
CUST0000430659,510.64999999999645,193
CUST0000430981,32.269999999999996,4
CUST0000431015,2778.9799999999987,172
CUST0000431092,191.82000000000008,4
CUST0000431167,54.05,13
CUST0000431454,33.61,1
CUST0000432169,4625.550000000001,153
CUST0000432330,1206.1399999999996,90
CUST0000433392,1060.6399999999992,236
CUST0000433684,0.84,1
CUST0000433913,2854.220000000016,410
CUST0000433962,779.9999999999999,16
CUST0000434228,83.63999999999996,27
CUST0000434391,16.0,1
CUST0000434612,35.74,1
CUST0000434714,1028.7799999999993,174
CUST0000434767,1821.3700000000001,81
CUST0000434868,3760.7800000000066,210
CUST0000434872,398.5500000000004,37
CUST0000435142,66.95,1
CUST0000435377,1354.98,170
CUST0000435931,0.57,1
CUST0000436068,13.100000000000001,1
CUST0000436095,3.37,1
CUST0000436141,139.9099999999999,13
CUST0000436193,284.8399999999999,66
CUST0000436344,1284.9600000000007,62
CUST0000436351,1518.6600000000003,251
CUST0000436401,264.3100000000002,9
CUST0000436526,1.83,1
CUST0000436803,22.749999999999996,1
CUST0000436863,93.75,7
CUST0000437337,2764.7599999999884,123
CUST0000437882,2749.640000000012,253
CUST0000438072,381.78000000000054,31
CUST0000438192,871.6600000000004,49
CUST0000438700,47.100000000000016,6
CUST0000438736,1261.349999999999,55
CUST0000438964,1012.5300000000002,192
CUST0000439138,26.929999999999996,2
CUST0000439239,973.580000000001,112
CUST0000439279,1642.9299999999994,114
CUST0000439615,5233.909999999991,293
CUST0000439727,10.860000000000001,2
CUST0000439775,87.00000000000001,17
CUST0000440239,226.87,45
CUST0000440403,6475.599999999978,192
CUST0000440411,1246.059999999998,128
CUST0000440643,282.34,69
CUST0000440798,323.40999999999997,24
CUST0000441137,16.38,1
CUST0000441420,63.129999999999995,8
CUST0000441667,51.93000000000001,15
CUST0000442152,4.41,1
CUST0000442461,2201.9999999999914,224
CUST0000443416,19.62,1
CUST0000444343,42.6,10
CUST0000444515,592.8899999999998,94
CUST0000444727,88.09000000000002,3
CUST0000444755,2.16,1
CUST0000444791,1606.0099999999984,105
CUST0000444818,270.79,78
CUST0000444866,2.5100000000000002,1
CUST0000444973,3014.1500000000196,186
CUST0000445045,1700.4499999999994,90
CUST0000445287,26.47,3
CUST0000445623,633.1700000000011,15
CUST0000445856,1778.0700000000047,92
CUST0000445924,1200.5300000000007,64
CUST0000446384,133.14,59
CUST0000446407,2931.9900000000034,186
CUST0000446479,349.59,24
CUST0000446480,5011.830000000023,546
CUST0000446741,248.38000000000014,35
CUST0000446840,26.259999999999994,8
CUST0000446893,68.30000000000003,13
CUST0000447348,3234.9899999999934,163
CUST0000447826,649.9499999999998,66
CUST0000448187,1075.0199999999998,27
CUST0000448360,47.75,6
CUST0000448583,266.45999999999975,36
CUST0000448626,66.33999999999999,3
CUST0000448659,656.9300000000004,52
CUST0000448704,195.3299999999999,74
CUST0000448995,74.96999999999998,14
CUST0000449002,702.3799999999995,25
CUST0000449125,4728.879999999987,267
CUST0000449312,548.3999999999999,137
CUST0000449572,1.37,1
CUST0000449701,1267.0500000000006,87
CUST0000449795,1.38,2
CUST0000450009,1159.3399999999974,67
CUST0000450325,247.9599999999998,10
CUST0000450385,885.8000000000001,112
CUST0000450574,175.9600000000001,28
CUST0000451855,74.06,8
CUST0000451951,10.2,4
CUST0000452520,2069.329999999994,449
CUST0000452696,24.380000000000003,1
CUST0000452777,2.3200000000000003,1
CUST0000452948,422.43,25
CUST0000453050,42.73999999999999,13
CUST0000453088,4.06,1
CUST0000453430,3187.250000000009,213
CUST0000453528,242.99000000000012,23
CUST0000453681,4051.2100000000064,209
CUST0000453772,1442.6100000000013,163
CUST0000453780,1027.3099999999997,137
CUST0000454041,1254.6099999999979,133
CUST0000454102,14.27,1
CUST0000454193,19.87,1
CUST0000454529,4.38,1
CUST0000454607,544.8499999999997,11
CUST0000454947,4455.690000000002,315
CUST0000454985,14.87,1
CUST0000455620,438.0900000000001,14
CUST0000455765,4595.859999999979,226
CUST0000455781,214.40000000000003,14
CUST0000455930,81.66000000000001,6
CUST0000455947,5103.269999999978,119
CUST0000456145,904.7999999999976,103
CUST0000456220,12732.809999999989,525
CUST0000456286,1195.4200000000021,87
CUST0000456347,3113.819999999998,108
CUST0000456698,110.52,12
CUST0000456756,203.3099999999998,50
CUST0000456966,2713.0900000000024,144
CUST0000456967,598.02,103
CUST0000456991,3373.2500000000077,182
CUST0000457031,2365.260000000003,170
CUST0000457079,1747.879999999997,172
CUST0000457391,0.04,2
CUST0000457990,446.8499999999993,198
CUST0000458006,200.08999999999975,104
CUST0000458113,4274.559999999994,96
CUST0000458243,1784.1099999999983,114
CUST0000458484,310.62999999999994,73
CUST0000458602,92.64,36
CUST0000459055,2190.790000000015,448
CUST0000459058,227.39000000000019,16
CUST0000459098,94.60000000000004,23
CUST0000459283,1047.1799999999987,108
CUST0000459425,70.8,10
CUST0000459983,66.78999999999998,12
CUST0000460016,128.35000000000002,7
CUST0000460021,7.2299999999999995,1
CUST0000460717,3312.589999999996,260
CUST0000460983,425.04999999999876,176
CUST0000461309,4521.189999999995,225
CUST0000461477,859.3599999999996,122
CUST0000461526,60.16999999999999,7
CUST0000461568,2229.999999999999,220
CUST0000462108,60.039999999999985,11
CUST0000462264,55.360000000000014,4
CUST0000462295,20.51,5
CUST0000462322,480.9000000000001,24
CUST0000462451,21.779999999999998,1
CUST0000463293,1711.1400000000083,182
CUST0000463400,645.2500000000009,85
CUST0000463469,2162.6300000000037,232
CUST0000463571,278.28999999999996,11
CUST0000463736,87.36999999999999,17
CUST0000463779,380.4400000000002,67
CUST0000464084,750.8599999999994,41
CUST0000464275,393.6799999999999,37
CUST0000464421,116.54000000000002,4
CUST0000464501,3856.5600000000445,235
CUST0000464922,242.07000000000002,10
CUST0000464945,3874.4400000000037,131
CUST0000465054,2650.5199999999927,320
CUST0000465140,938.9899999999978,352
CUST0000465173,3090.659999999998,105
CUST0000465192,1034.0800000000006,170
CUST0000465439,924.1900000000011,67
CUST0000465685,2395.310000000018,127
CUST0000465879,13.48,1
CUST0000466497,2505.499999999989,115
CUST0000467095,877.9099999999994,137
CUST0000467219,815.4999999999997,45
CUST0000467422,850.5499999999995,101
CUST0000467424,4187.9600000000055,146
CUST0000467477,105.73000000000003,13
CUST0000467493,3169.6299999999965,224
CUST0000467631,103.21999999999996,2
CUST0000468097,229.44000000000008,8
CUST0000468282,704.7899999999972,187
CUST0000468430,405.33000000000015,86
CUST0000468686,1810.620000000001,116
CUST0000468702,11.740000000000002,3
CUST0000469026,1366.3100000000002,193
CUST0000469479,85.36000000000001,30
CUST0000470078,410.53000000000026,23
CUST0000470110,69.50000000000003,7
CUST0000470325,258.65999999999997,72
CUST0000470597,3703.0899999999974,114
CUST0000470698,50.66000000000001,6
CUST0000471465,16.470000000000002,1
CUST0000471569,182.19,14
CUST0000471643,3452.5199999999923,288
CUST0000472833,494.07,103
CUST0000473207,94.63999999999999,31
CUST0000473440,7.4,2
CUST0000473526,1834.6299999999985,158
CUST0000473868,1791.2500000000023,463
CUST0000473940,60.42,6
CUST0000473962,1260.3299999999992,260
CUST0000474124,808.0699999999998,62
CUST0000474286,2734.349999999997,295
CUST0000474333,35.68,1
CUST0000474340,318.7799999999999,38
CUST0000474466,775.5700000000003,68
CUST0000474829,406.24999999999795,94
CUST0000474951,1942.9300000000003,158
CUST0000475032,17.28,2
CUST0000475113,5140.199999999976,111
CUST0000475599,1890.7199999999982,246
CUST0000475839,202.21000000000012,23
CUST0000476201,3556.840000000002,206
CUST0000476309,5860.620000000016,450
CUST0000476611,1276.4,111
CUST0000476648,5.45,2
CUST0000476769,1177.55,102
CUST0000477514,17.689999999999998,1
CUST0000477841,3313.210000000016,258
CUST0000478049,160.70000000000007,11
CUST0000478065,2679.680000000002,211
CUST0000478542,16.729999999999997,1
CUST0000478589,26.119999999999997,1
CUST0000478840,89.26999999999997,2
CUST0000478905,5195.939999999985,195
CUST0000479003,132.14999999999998,16
CUST0000479155,512.7899999999986,153
CUST0000479335,1423.6500000000008,338
CUST0000479371,116.23999999999998,24
CUST0000480003,1968.5899999999936,231
CUST0000480643,1775.1600000000024,785
CUST0000480746,94.82999999999998,2
CUST0000481090,1060.5500000000018,150
CUST0000481442,35.10999999999999,15
CUST0000481776,0.01,1
CUST0000482536,1.4,1
CUST0000483138,3918.6999999999957,145
CUST0000483276,7.88,1
CUST0000483341,8.45,1
